date,hour,rides
2/22/2022,19,841
2/22/2022,20,633
2/22/2022,21,488
2/22/2022,22,341
2/22/2022,23,258
2/23/2022,0,233
2/23/2022,1,123
2/23/2022,2,64
2/23/2022,3,42
2/23/2022,4,54
2/23/2022,5,105
2/23/2022,6,231
2/23/2022,7,536
2/23/2022,8,901
2/23/2022,9,871
2/23/2022,10,848
2/23/2022,11,889
2/23/2022,12,953
2/23/2022,13,1008
2/23/2022,14,980
2/23/2022,15,1137
2/23/2022,16,1266
2/23/2022,17,1259
2/23/2022,18,1122
2/23/2022,19,968
2/23/2022,20,726
2/23/2022,21,577
2/23/2022,22,462
2/23/2022,23,358
2/24/2022,0,261
2/24/2022,1,155
2/24/2022,2,86
2/24/2022,3,43
2/24/2022,4,52
2/24/2022,5,98
2/24/2022,6,270
2/24/2022,7,535
2/24/2022,8,877
2/24/2022,9,884
2/24/2022,10,884
2/24/2022,11,895
2/24/2022,12,958
2/24/2022,13,1040
2/24/2022,14,1069
2/24/2022,15,1212
2/24/2022,16,1212
2/24/2022,17,1256
2/24/2022,18,1335
2/24/2022,19,1084
2/24/2022,20,827
2/24/2022,21,722
2/24/2022,22,609
2/24/2022,23,511
2/25/2022,0,356
2/25/2022,1,217
2/25/2022,2,99
2/25/2022,3,53
2/25/2022,4,80
2/25/2022,5,112
2/25/2022,6,265
2/25/2022,7,472
2/25/2022,8,711
2/25/2022,9,850
2/25/2022,10,838
2/25/2022,11,961
2/25/2022,12,994
2/25/2022,13,1063
2/25/2022,14,1126
2/25/2022,15,1215
2/25/2022,16,1223
2/25/2022,17,1294
2/25/2022,18,1389
2/25/2022,19,1283
2/25/2022,20,974
2/25/2022,21,791
2/25/2022,22,696
2/25/2022,23,576
2/26/2022,0,548
2/26/2022,1,466
2/26/2022,2,334
2/26/2022,3,212
2/26/2022,4,163
2/26/2022,5,113
2/26/2022,6,172
2/26/2022,7,243
2/26/2022,8,361
2/26/2022,9,459
2/26/2022,10,629
2/26/2022,11,726
2/26/2022,12,813
2/26/2022,13,868
2/26/2022,14,894
2/26/2022,15,821
2/26/2022,16,946
2/26/2022,17,900
2/26/2022,18,996
2/26/2022,19,1020
2/26/2022,20,738
2/26/2022,21,612
2/26/2022,22,606
2/26/2022,23,546
2/27/2022,0,467
2/27/2022,1,381
2/27/2022,2,303
2/27/2022,3,222
2/27/2022,4,201
2/27/2022,5,180
2/27/2022,6,239
2/27/2022,7,230
2/27/2022,8,263
2/27/2022,9,361
2/27/2022,10,508
2/27/2022,11,603
2/27/2022,12,661
2/27/2022,13,666
2/27/2022,14,661
2/27/2022,15,695
2/27/2022,16,634
2/27/2022,17,681
2/27/2022,18,649
2/27/2022,19,581
2/27/2022,20,575
2/27/2022,21,442
2/27/2022,22,351
2/27/2022,23,321
2/28/2022,0,251
2/28/2022,1,172
2/28/2022,2,81
2/28/2022,3,62
2/28/2022,4,86
2/28/2022,5,103
2/28/2022,6,264
2/28/2022,7,527
2/28/2022,8,784
2/28/2022,9,788
2/28/2022,10,806
2/28/2022,11,822
2/28/2022,12,835
2/28/2022,13,851
2/28/2022,14,906
2/28/2022,15,951
2/28/2022,16,943
2/28/2022,17,956
2/28/2022,18,904
2/28/2022,19,725
2/28/2022,20,525
2/28/2022,21,415
2/28/2022,22,314
2/28/2022,23,222
3/1/2022,0,201
3/1/2022,1,144
3/1/2022,2,82
3/1/2022,3,34
3/1/2022,4,53
3/1/2022,5,84
3/1/2022,6,221
3/1/2022,7,500
3/1/2022,8,805
3/1/2022,9,844
3/1/2022,10,835
3/1/2022,11,828
3/1/2022,12,849
3/1/2022,13,867
3/1/2022,14,935
3/1/2022,15,995
3/1/2022,16,1082
3/1/2022,17,1174
3/1/2022,18,1043
3/1/2022,19,902
3/1/2022,20,667
3/1/2022,21,481
3/1/2022,22,344
3/1/2022,23,261
3/2/2022,0,179
3/2/2022,1,101
3/2/2022,2,53
3/2/2022,3,38
3/2/2022,4,62
3/2/2022,5,99
3/2/2022,6,274
3/2/2022,7,548
3/2/2022,8,842
3/2/2022,9,874
3/2/2022,10,821
3/2/2022,11,812
3/2/2022,12,885
3/2/2022,13,936
3/2/2022,14,943
3/2/2022,15,1008
3/2/2022,16,1096
3/2/2022,17,1176
3/2/2022,18,1118
3/2/2022,19,1025
3/2/2022,20,728
3/2/2022,21,561
3/2/2022,22,450
3/2/2022,23,299
3/3/2022,0,207
3/3/2022,1,127
3/3/2022,2,55
3/3/2022,3,34
3/3/2022,4,56
3/3/2022,5,111
3/3/2022,6,266
3/3/2022,7,537
3/3/2022,8,825
3/3/2022,9,839
3/3/2022,10,901
3/3/2022,11,952
3/3/2022,12,1011
3/3/2022,13,1051
3/3/2022,14,1076
3/3/2022,15,1206
3/3/2022,16,1237
3/3/2022,17,1319
3/3/2022,18,1313
3/3/2022,19,1091
3/3/2022,20,813
3/3/2022,21,678
3/3/2022,22,532
3/3/2022,23,372
3/4/2022,0,249
3/4/2022,1,187
3/4/2022,2,78
3/4/2022,3,62
3/4/2022,4,74
3/4/2022,5,107
3/4/2022,6,258
3/4/2022,7,503
3/4/2022,8,737
3/4/2022,9,788
3/4/2022,10,905
3/4/2022,11,930
3/4/2022,12,1034
3/4/2022,13,1113
3/4/2022,14,1164
3/4/2022,15,1233
3/4/2022,16,1280
3/4/2022,17,1436
3/4/2022,18,1412
3/4/2022,19,1329
3/4/2022,20,902
3/4/2022,21,778
3/4/2022,22,656
3/4/2022,23,521
3/5/2022,0,492
3/5/2022,1,445
3/5/2022,2,294
3/5/2022,3,179
3/5/2022,4,114
3/5/2022,5,102
3/5/2022,6,159
3/5/2022,7,211
3/5/2022,8,350
3/5/2022,9,536
3/5/2022,10,709
3/5/2022,11,750
3/5/2022,12,850
3/5/2022,13,864
3/5/2022,14,879
3/5/2022,15,937
3/5/2022,16,921
3/5/2022,17,975
3/5/2022,18,995
3/5/2022,19,1158
3/5/2022,20,953
3/5/2022,21,712
3/5/2022,22,716
3/5/2022,23,678
3/6/2022,0,483
3/6/2022,1,443
3/6/2022,2,348
3/6/2022,3,224
3/6/2022,4,135
3/6/2022,5,117
3/6/2022,6,154
3/6/2022,7,238
3/6/2022,8,354
3/6/2022,9,485
3/6/2022,10,626
3/6/2022,11,683
3/6/2022,12,778
3/6/2022,13,732
3/6/2022,14,767
3/6/2022,15,771
3/6/2022,16,713
3/6/2022,17,846
3/6/2022,18,777
3/6/2022,19,769
3/6/2022,20,629
3/6/2022,21,564
3/6/2022,22,476
3/6/2022,23,319
3/7/2022,0,253
3/7/2022,1,230
3/7/2022,2,118
3/7/2022,3,60
3/7/2022,4,80
3/7/2022,5,159
3/7/2022,6,307
3/7/2022,7,619
3/7/2022,8,933
3/7/2022,9,878
3/7/2022,10,898
3/7/2022,11,857
3/7/2022,12,914
3/7/2022,13,970
3/7/2022,14,1003
3/7/2022,15,1040
3/7/2022,16,1118
3/7/2022,17,1077
3/7/2022,18,990
3/7/2022,19,820
3/7/2022,20,610
3/7/2022,21,429
3/7/2022,22,355
3/7/2022,23,286
3/8/2022,0,200
3/8/2022,1,107
3/8/2022,2,57
3/8/2022,3,41
3/8/2022,4,56
3/8/2022,5,108
3/8/2022,6,268
3/8/2022,7,557
3/8/2022,8,892
3/8/2022,9,877
3/8/2022,10,896
3/8/2022,11,906
3/8/2022,12,967
3/8/2022,13,924
3/8/2022,14,999
3/8/2022,15,985
3/8/2022,16,1063
3/8/2022,17,1146
3/8/2022,18,1096
3/8/2022,19,878
3/8/2022,20,651
3/8/2022,21,514
3/8/2022,22,467
3/8/2022,23,267
3/9/2022,0,166
3/9/2022,1,108
3/9/2022,2,55
3/9/2022,3,34
3/9/2022,4,60
3/9/2022,5,123
3/9/2022,6,262
3/9/2022,7,547
3/9/2022,8,845
3/9/2022,9,859
3/9/2022,10,884
3/9/2022,11,886
3/9/2022,12,972
3/9/2022,13,967
3/9/2022,14,989
3/9/2022,15,1047
3/9/2022,16,1100
3/9/2022,17,1250
3/9/2022,18,1184
3/9/2022,19,1020
3/9/2022,20,742
3/9/2022,21,524
3/9/2022,22,491
3/9/2022,23,456
3/10/2022,0,299
3/10/2022,1,171
3/10/2022,2,75
3/10/2022,3,37
3/10/2022,4,60
3/10/2022,5,103
3/10/2022,6,249
3/10/2022,7,542
3/10/2022,8,847
3/10/2022,9,904
3/10/2022,10,869
3/10/2022,11,935
3/10/2022,12,1061
3/10/2022,13,1053
3/10/2022,14,1025
3/10/2022,15,1220
3/10/2022,16,1217
3/10/2022,17,1256
3/10/2022,18,1206
3/10/2022,19,1113
3/10/2022,20,929
3/10/2022,21,727
3/10/2022,22,664
3/10/2022,23,481
3/11/2022,0,353
3/11/2022,1,205
3/11/2022,2,104
3/11/2022,3,70
3/11/2022,4,58
3/11/2022,5,106
3/11/2022,6,260
3/11/2022,7,479
3/11/2022,8,729
3/11/2022,9,787
3/11/2022,10,813
3/11/2022,11,864
3/11/2022,12,941
3/11/2022,13,945
3/11/2022,14,1028
3/11/2022,15,1114
3/11/2022,16,1203
3/11/2022,17,1357
3/11/2022,18,1361
3/11/2022,19,1244
3/11/2022,20,906
3/11/2022,21,703
3/11/2022,22,698
3/11/2022,23,591
3/12/2022,0,535
3/12/2022,1,322
3/12/2022,2,192
3/12/2022,3,115
3/12/2022,4,91
3/12/2022,5,76
3/12/2022,6,151
3/12/2022,7,228
3/12/2022,8,459
3/12/2022,9,703
3/12/2022,10,871
3/12/2022,11,950
3/12/2022,12,936
3/12/2022,13,1131
3/12/2022,14,1194
3/12/2022,15,1144
3/12/2022,16,1149
3/12/2022,17,1269
3/12/2022,18,1189
3/12/2022,19,1149
3/12/2022,20,1073
3/12/2022,21,865
3/12/2022,22,837
3/12/2022,23,685
3/13/2022,0,562
3/13/2022,1,464
3/13/2022,3,334
3/13/2022,4,212
3/13/2022,5,170
3/13/2022,6,160
3/13/2022,7,193
3/13/2022,8,262
3/13/2022,9,388
3/13/2022,10,571
3/13/2022,11,644
3/13/2022,12,712
3/13/2022,13,699
3/13/2022,14,687
3/13/2022,15,767
3/13/2022,16,765
3/13/2022,17,732
3/13/2022,18,674
3/13/2022,19,649
3/13/2022,20,627
3/13/2022,21,506
3/13/2022,22,424
3/13/2022,23,358
3/14/2022,0,277
3/14/2022,1,203
3/14/2022,2,96
3/14/2022,3,60
3/14/2022,4,95
3/14/2022,5,164
3/14/2022,6,304
3/14/2022,7,565
3/14/2022,8,903
3/14/2022,9,878
3/14/2022,10,896
3/14/2022,11,844
3/14/2022,12,979
3/14/2022,13,977
3/14/2022,14,1004
3/14/2022,15,1113
3/14/2022,16,1065
3/14/2022,17,1097
3/14/2022,18,995
3/14/2022,19,846
3/14/2022,20,716
3/14/2022,21,569
3/14/2022,22,427
3/14/2022,23,313
3/15/2022,0,201
3/15/2022,1,169
3/15/2022,2,69
3/15/2022,3,58
3/15/2022,4,73
3/15/2022,5,113
3/15/2022,6,276
3/15/2022,7,563
3/15/2022,8,871
3/15/2022,9,967
3/15/2022,10,869
3/15/2022,11,903
3/15/2022,12,1027
3/15/2022,13,1045
3/15/2022,14,1022
3/15/2022,15,1058
3/15/2022,16,1114
3/15/2022,17,1225
3/15/2022,18,1124
3/15/2022,19,967
3/15/2022,20,742
3/15/2022,21,578
3/15/2022,22,462
3/15/2022,23,297
3/16/2022,0,193
3/16/2022,1,87
3/16/2022,2,54
3/16/2022,3,46
3/16/2022,4,60
3/16/2022,5,122
3/16/2022,6,265
3/16/2022,7,587
3/16/2022,8,884
3/16/2022,9,870
3/16/2022,10,898
3/16/2022,11,894
3/16/2022,12,1016
3/16/2022,13,993
3/16/2022,14,1080
3/16/2022,15,1129
3/16/2022,16,1135
3/16/2022,17,1292
3/16/2022,18,1197
3/16/2022,19,981
3/16/2022,20,761
3/16/2022,21,619
3/16/2022,22,519
3/16/2022,23,355
3/17/2022,0,204
3/17/2022,1,119
3/17/2022,2,67
3/17/2022,3,81
3/17/2022,4,75
3/17/2022,5,142
3/17/2022,6,314
3/17/2022,7,582
3/17/2022,8,917
3/17/2022,9,924
3/17/2022,10,870
3/17/2022,11,967
3/17/2022,12,1144
3/17/2022,13,1149
3/17/2022,14,1242
3/17/2022,15,1304
3/17/2022,16,1262
3/17/2022,17,1332
3/17/2022,18,1210
3/17/2022,19,1108
3/17/2022,20,956
3/17/2022,21,806
3/17/2022,22,643
3/17/2022,23,514
3/18/2022,0,387
3/18/2022,1,269
3/18/2022,2,139
3/18/2022,3,104
3/18/2022,4,94
3/18/2022,5,133
3/18/2022,6,268
3/18/2022,7,513
3/18/2022,8,749
3/18/2022,9,838
3/18/2022,10,908
3/18/2022,11,986
3/18/2022,12,1151
3/18/2022,13,1258
3/18/2022,14,1235
3/18/2022,15,1371
3/18/2022,16,1403
3/18/2022,17,1394
3/18/2022,18,1446
3/18/2022,19,1310
3/18/2022,20,1026
3/18/2022,21,824
3/18/2022,22,631
3/18/2022,23,583
3/19/2022,0,490
3/19/2022,1,388
3/19/2022,2,253
3/19/2022,3,174
3/19/2022,4,105
3/19/2022,5,91
3/19/2022,6,170
3/19/2022,7,230
3/19/2022,8,310
3/19/2022,9,433
3/19/2022,10,584
3/19/2022,11,709
3/19/2022,12,830
3/19/2022,13,842
3/19/2022,14,864
3/19/2022,15,861
3/19/2022,16,885
3/19/2022,17,910
3/19/2022,18,836
3/19/2022,19,919
3/19/2022,20,718
3/19/2022,21,617
3/19/2022,22,560
3/19/2022,23,528
3/20/2022,0,449
3/20/2022,1,367
3/20/2022,2,332
3/20/2022,3,229
3/20/2022,4,169
3/20/2022,5,162
3/20/2022,6,183
3/20/2022,7,249
3/20/2022,8,313
3/20/2022,9,420
3/20/2022,10,586
3/20/2022,11,634
3/20/2022,12,722
3/20/2022,13,727
3/20/2022,14,725
3/20/2022,15,784
3/20/2022,16,728
3/20/2022,17,831
3/20/2022,18,756
3/20/2022,19,669
3/20/2022,20,607
3/20/2022,21,581
3/20/2022,22,482
3/20/2022,23,340
3/21/2022,0,301
3/21/2022,1,176
3/21/2022,2,97
3/21/2022,3,73
3/21/2022,4,101
3/21/2022,5,161
3/21/2022,6,336
3/21/2022,7,582
3/21/2022,8,848
3/21/2022,9,903
3/21/2022,10,894
3/21/2022,11,859
3/21/2022,12,1015
3/21/2022,13,1054
3/21/2022,14,1108
3/21/2022,15,1249
3/21/2022,16,1192
3/21/2022,17,1272
3/21/2022,18,1180
3/21/2022,19,941
3/21/2022,20,766
3/21/2022,21,625
3/21/2022,22,465
3/21/2022,23,316
3/22/2022,0,231
3/22/2022,1,195
3/22/2022,2,111
3/22/2022,3,64
3/22/2022,4,71
3/22/2022,5,140
3/22/2022,6,291
3/22/2022,7,606
3/22/2022,8,1008
3/22/2022,9,1123
3/22/2022,10,1097
3/22/2022,11,1062
3/22/2022,12,1222
3/22/2022,13,1276
3/22/2022,14,1231
3/22/2022,15,1373
3/22/2022,16,1405
3/22/2022,17,1515
3/22/2022,18,1459
3/22/2022,19,1184
3/22/2022,20,922
3/22/2022,21,704
3/22/2022,22,496
3/22/2022,23,393
3/23/2022,0,266
3/23/2022,1,140
3/23/2022,2,72
3/23/2022,3,45
3/23/2022,4,52
3/23/2022,5,114
3/23/2022,6,320
3/23/2022,7,671
3/23/2022,8,999
3/23/2022,9,1092
3/23/2022,10,1069
3/23/2022,11,1105
3/23/2022,12,1266
3/23/2022,13,1235
3/23/2022,14,1330
3/23/2022,15,1456
3/23/2022,16,1393
3/23/2022,17,1463
3/23/2022,18,1419
3/23/2022,19,1272
3/23/2022,20,903
3/23/2022,21,696
3/23/2022,22,617
3/23/2022,23,426
3/24/2022,0,251
3/24/2022,1,183
3/24/2022,2,76
3/24/2022,3,59
3/24/2022,4,70
3/24/2022,5,138
3/24/2022,6,348
3/24/2022,7,649
3/24/2022,8,941
3/24/2022,9,1090
3/24/2022,10,1124
3/24/2022,11,1171
3/24/2022,12,1303
3/24/2022,13,1382
3/24/2022,14,1343
3/24/2022,15,1468
3/24/2022,16,1475
3/24/2022,17,1531
3/24/2022,18,1562
3/24/2022,19,1348
3/24/2022,20,1216
3/24/2022,21,946
3/24/2022,22,737
3/24/2022,23,592
3/25/2022,0,369
3/25/2022,1,268
3/25/2022,2,126
3/25/2022,3,74
3/25/2022,4,79
3/25/2022,5,162
3/25/2022,6,354
3/25/2022,7,654
3/25/2022,8,917
3/25/2022,9,1016
3/25/2022,10,1146
3/25/2022,11,1247
3/25/2022,12,1331
3/25/2022,13,1319
3/25/2022,14,1310
3/25/2022,15,1303
3/25/2022,16,1279
3/25/2022,17,1374
3/25/2022,18,1455
3/25/2022,19,1194
3/25/2022,20,918
3/25/2022,21,743
3/25/2022,22,644
3/25/2022,23,572
3/26/2022,0,458
3/26/2022,1,362
3/26/2022,2,281
3/26/2022,3,158
3/26/2022,4,124
3/26/2022,5,131
3/26/2022,6,224
3/26/2022,7,282
3/26/2022,8,378
3/26/2022,9,537
3/26/2022,10,723
3/26/2022,11,886
3/26/2022,12,922
3/26/2022,13,911
3/26/2022,14,890
3/26/2022,15,889
3/26/2022,16,904
3/26/2022,17,946
3/26/2022,18,889
3/26/2022,19,886
3/26/2022,20,745
3/26/2022,21,625
3/26/2022,22,636
3/26/2022,23,574
3/27/2022,0,515
3/27/2022,1,405
3/27/2022,2,336
3/27/2022,3,211
3/27/2022,4,155
3/27/2022,5,163
3/27/2022,6,214
3/27/2022,7,238
3/27/2022,8,317
3/27/2022,9,454
3/27/2022,10,672
3/27/2022,11,728
3/27/2022,12,850
3/27/2022,13,783
3/27/2022,14,782
3/27/2022,15,774
3/27/2022,16,772
3/27/2022,17,808
3/27/2022,18,757
3/27/2022,19,683
3/27/2022,20,681
3/27/2022,21,540
3/27/2022,22,426
3/27/2022,23,392
3/28/2022,0,278
3/28/2022,1,171
3/28/2022,2,100
3/28/2022,3,69
3/28/2022,4,75
3/28/2022,5,154
3/28/2022,6,325
3/28/2022,7,626
3/28/2022,8,857
3/28/2022,9,922
3/28/2022,10,975
3/28/2022,11,954
3/28/2022,12,1056
3/28/2022,13,1119
3/28/2022,14,1140
3/28/2022,15,1217
3/28/2022,16,1202
3/28/2022,17,1288
3/28/2022,18,1110
3/28/2022,19,977
3/28/2022,20,795
3/28/2022,21,572
3/28/2022,22,476
3/28/2022,23,342
3/29/2022,0,200
3/29/2022,1,131
3/29/2022,2,92
3/29/2022,3,68
3/29/2022,4,64
3/29/2022,5,104
3/29/2022,6,280
3/29/2022,7,608
3/29/2022,8,945
3/29/2022,9,1020
3/29/2022,10,1033
3/29/2022,11,1003
3/29/2022,12,1084
3/29/2022,13,1119
3/29/2022,14,1109
3/29/2022,15,1275
3/29/2022,16,1278
3/29/2022,17,1376
3/29/2022,18,1284
3/29/2022,19,1099
3/29/2022,20,876
3/29/2022,21,707
3/29/2022,22,531
3/29/2022,23,318
3/30/2022,0,213
3/30/2022,1,116
3/30/2022,2,56
3/30/2022,3,54
3/30/2022,4,63
3/30/2022,5,125
3/30/2022,6,291
3/30/2022,7,559
3/30/2022,8,848
3/30/2022,9,969
3/30/2022,10,949
3/30/2022,11,1116
3/30/2022,12,1301
3/30/2022,13,1283
3/30/2022,14,1310
3/30/2022,15,1309
3/30/2022,16,1301
3/30/2022,17,1382
3/30/2022,18,1362
3/30/2022,19,1160
3/30/2022,20,1011
3/30/2022,21,771
3/30/2022,22,557
3/30/2022,23,361
3/31/2022,0,245
3/31/2022,1,114
3/31/2022,2,76
3/31/2022,3,53
3/31/2022,4,77
3/31/2022,5,176
3/31/2022,6,341
3/31/2022,7,603
3/31/2022,8,927
3/31/2022,9,1027
3/31/2022,10,1091
3/31/2022,11,1105
3/31/2022,12,1213
3/31/2022,13,1180
3/31/2022,14,1253
3/31/2022,15,1323
3/31/2022,16,1291
3/31/2022,17,1283
3/31/2022,18,1302
3/31/2022,19,1145
3/31/2022,20,976
3/31/2022,21,767
3/31/2022,22,676
3/31/2022,23,558
4/1/2022,0,381
4/1/2022,1,221
4/1/2022,2,126
4/1/2022,3,76
4/1/2022,4,86
4/1/2022,5,175
4/1/2022,6,323
4/1/2022,7,571
4/1/2022,8,743
4/1/2022,9,866
4/1/2022,10,989
4/1/2022,11,1098
4/1/2022,12,1191
4/1/2022,13,1180
4/1/2022,14,1202
4/1/2022,15,1260
4/1/2022,16,1223
4/1/2022,17,1393
4/1/2022,18,1417
4/1/2022,19,1284
4/1/2022,20,1020
4/1/2022,21,829
4/1/2022,22,670
4/1/2022,23,581
4/2/2022,0,538
4/2/2022,1,413
4/2/2022,2,267
4/2/2022,3,170
4/2/2022,4,107
4/2/2022,5,117
4/2/2022,6,143
4/2/2022,7,208
4/2/2022,8,284
4/2/2022,9,498
4/2/2022,10,652
4/2/2022,11,715
4/2/2022,12,822
4/2/2022,13,893
4/2/2022,14,1058
4/2/2022,15,1013
4/2/2022,16,1116
4/2/2022,17,1118
4/2/2022,18,979
4/2/2022,19,873
4/2/2022,20,750
4/2/2022,21,643
4/2/2022,22,561
4/2/2022,23,564
4/3/2022,0,487
4/3/2022,1,408
4/3/2022,2,323
4/3/2022,3,215
4/3/2022,4,144
4/3/2022,5,150
4/3/2022,6,204
4/3/2022,7,214
4/3/2022,8,273
4/3/2022,9,438
4/3/2022,10,570
4/3/2022,11,659
4/3/2022,12,775
4/3/2022,13,698
4/3/2022,14,744
4/3/2022,15,767
4/3/2022,16,719
4/3/2022,17,747
4/3/2022,18,648
4/3/2022,19,630
4/3/2022,20,561
4/3/2022,21,567
4/3/2022,22,432
4/3/2022,23,332
4/4/2022,0,284
4/4/2022,1,199
4/4/2022,2,116
4/4/2022,3,79
4/4/2022,4,119
4/4/2022,5,191
4/4/2022,6,342
4/4/2022,7,559
4/4/2022,8,881
4/4/2022,9,887
4/4/2022,10,895
4/4/2022,11,885
4/4/2022,12,1044
4/4/2022,13,1029
4/4/2022,14,1016
4/4/2022,15,1160
4/4/2022,16,1165
4/4/2022,17,1177
4/4/2022,18,1001
4/4/2022,19,851
4/4/2022,20,756
4/4/2022,21,537
4/4/2022,22,433
4/4/2022,23,318
4/5/2022,0,214
4/5/2022,1,168
4/5/2022,2,86
4/5/2022,3,66
4/5/2022,4,72
4/5/2022,5,162
4/5/2022,6,348
4/5/2022,7,585
4/5/2022,8,952
4/5/2022,9,1053
4/5/2022,10,1061
4/5/2022,11,1128
4/5/2022,12,1166
4/5/2022,13,1213
4/5/2022,14,1183
4/5/2022,15,1193
4/5/2022,16,1217
4/5/2022,17,1355
4/5/2022,18,1227
4/5/2022,19,1047
4/5/2022,20,829
4/5/2022,21,666
4/5/2022,22,504
4/5/2022,23,311
4/6/2022,0,221
4/6/2022,1,140
4/6/2022,2,72
4/6/2022,3,67
4/6/2022,4,72
4/6/2022,5,138
4/6/2022,6,332
4/6/2022,7,673
4/6/2022,8,1018
4/6/2022,9,1062
4/6/2022,10,1000
4/6/2022,11,1085
4/6/2022,12,1165
4/6/2022,13,1164
4/6/2022,14,1222
4/6/2022,15,1303
4/6/2022,16,1375
4/6/2022,17,1441
4/6/2022,18,1349
4/6/2022,19,1158
4/6/2022,20,941
4/6/2022,21,759
4/6/2022,22,575
4/6/2022,23,411
4/7/2022,0,267
4/7/2022,1,181
4/7/2022,2,96
4/7/2022,3,57
4/7/2022,4,75
4/7/2022,5,181
4/7/2022,6,360
4/7/2022,7,667
4/7/2022,8,943
4/7/2022,9,1127
4/7/2022,10,1135
4/7/2022,11,1192
4/7/2022,12,1367
4/7/2022,13,1336
4/7/2022,14,1389
4/7/2022,15,1388
4/7/2022,16,1469
4/7/2022,17,1407
4/7/2022,18,1370
4/7/2022,19,1283
4/7/2022,20,1038
4/7/2022,21,922
4/7/2022,22,724
4/7/2022,23,538
4/8/2022,0,383
4/8/2022,1,310
4/8/2022,2,130
4/8/2022,3,76
4/8/2022,4,122
4/8/2022,5,204
4/8/2022,6,324
4/8/2022,7,605
4/8/2022,8,812
4/8/2022,9,1020
4/8/2022,10,1121
4/8/2022,11,1266
4/8/2022,12,1236
4/8/2022,13,1184
4/8/2022,14,1302
4/8/2022,15,1333
4/8/2022,16,1352
4/8/2022,17,1486
4/8/2022,18,1488
4/8/2022,19,1264
4/8/2022,20,1054
4/8/2022,21,836
4/8/2022,22,695
4/8/2022,23,630
4/9/2022,0,541
4/9/2022,1,426
4/9/2022,2,294
4/9/2022,3,180
4/9/2022,4,135
4/9/2022,5,149
4/9/2022,6,249
4/9/2022,7,261
4/9/2022,8,350
4/9/2022,9,527
4/9/2022,10,735
4/9/2022,11,917
4/9/2022,12,885
4/9/2022,13,863
4/9/2022,14,813
4/9/2022,15,863
4/9/2022,16,925
4/9/2022,17,981
4/9/2022,18,996
4/9/2022,19,993
4/9/2022,20,879
4/9/2022,21,699
4/9/2022,22,595
4/9/2022,23,584
4/10/2022,0,515
4/10/2022,1,464
4/10/2022,2,342
4/10/2022,3,185
4/10/2022,4,157
4/10/2022,5,198
4/10/2022,6,271
4/10/2022,7,271
4/10/2022,8,365
4/10/2022,9,496
4/10/2022,10,689
4/10/2022,11,807
4/10/2022,12,874
4/10/2022,13,851
4/10/2022,14,833
4/10/2022,15,836
4/10/2022,16,859
4/10/2022,17,906
4/10/2022,18,813
4/10/2022,19,694
4/10/2022,20,672
4/10/2022,21,548
4/10/2022,22,488
4/10/2022,23,406
4/11/2022,0,284
4/11/2022,1,157
4/11/2022,2,98
4/11/2022,3,96
4/11/2022,4,106
4/11/2022,5,170
4/11/2022,6,317
4/11/2022,7,505
4/11/2022,8,868
4/11/2022,9,908
4/11/2022,10,950
4/11/2022,11,938
4/11/2022,12,1000
4/11/2022,13,1045
4/11/2022,14,1014
4/11/2022,15,1073
4/11/2022,16,1020
4/11/2022,17,1065
4/11/2022,18,876
4/11/2022,19,760
4/11/2022,20,682
4/11/2022,21,492
4/11/2022,22,384
4/11/2022,23,297
4/12/2022,0,180
4/12/2022,1,125
4/12/2022,2,57
4/12/2022,3,44
4/12/2022,4,79
4/12/2022,5,130
4/12/2022,6,257
4/12/2022,7,567
4/12/2022,8,855
4/12/2022,9,924
4/12/2022,10,966
4/12/2022,11,943
4/12/2022,12,1057
4/12/2022,13,1086
4/12/2022,14,1085
4/12/2022,15,1130
4/12/2022,16,1141
4/12/2022,17,1198
4/12/2022,18,1190
4/12/2022,19,947
4/12/2022,20,810
4/12/2022,21,652
4/12/2022,22,450
4/12/2022,23,344
4/13/2022,0,262
4/13/2022,1,145
4/13/2022,2,81
4/13/2022,3,79
4/13/2022,4,87
4/13/2022,5,141
4/13/2022,6,286
4/13/2022,7,560
4/13/2022,8,861
4/13/2022,9,1015
4/13/2022,10,1038
4/13/2022,11,1013
4/13/2022,12,1022
4/13/2022,13,1049
4/13/2022,14,1087
4/13/2022,15,1202
4/13/2022,16,1214
4/13/2022,17,1303
4/13/2022,18,1102
4/13/2022,19,1038
4/13/2022,20,914
4/13/2022,21,746
4/13/2022,22,596
4/13/2022,23,333
4/14/2022,0,250
4/14/2022,1,147
4/14/2022,2,92
4/14/2022,3,63
4/14/2022,4,95
4/14/2022,5,156
4/14/2022,6,349
4/14/2022,7,572
4/14/2022,8,872
4/14/2022,9,1026
4/14/2022,10,1019
4/14/2022,11,1102
4/14/2022,12,1220
4/14/2022,13,1173
4/14/2022,14,1214
4/14/2022,15,1278
4/14/2022,16,1377
4/14/2022,17,1393
4/14/2022,18,1313
4/14/2022,19,1106
4/14/2022,20,938
4/14/2022,21,770
4/14/2022,22,667
4/14/2022,23,529
4/15/2022,0,394
4/15/2022,1,260
4/15/2022,2,126
4/15/2022,3,77
4/15/2022,4,102
4/15/2022,5,143
4/15/2022,6,317
4/15/2022,7,496
4/15/2022,8,712
4/15/2022,9,803
4/15/2022,10,936
4/15/2022,11,994
4/15/2022,12,1111
4/15/2022,13,1120
4/15/2022,14,1296
