date,hour,rides
4/15/2022,15,1336
4/15/2022,16,1404
4/15/2022,17,1336
4/15/2022,18,1188
4/15/2022,19,1125
4/15/2022,20,871
4/15/2022,21,680
4/15/2022,22,627
4/15/2022,23,507
4/16/2022,0,490
4/16/2022,1,385
4/16/2022,2,263
4/16/2022,3,181
4/16/2022,4,124
4/16/2022,5,132
4/16/2022,6,241
4/16/2022,7,320
4/16/2022,8,359
4/16/2022,9,504
4/16/2022,10,685
4/16/2022,11,794
4/16/2022,12,897
4/16/2022,13,949
4/16/2022,14,990
4/16/2022,15,1015
4/16/2022,16,966
4/16/2022,17,964
4/16/2022,18,920
4/16/2022,19,906
4/16/2022,20,818
4/16/2022,21,743
4/16/2022,22,637
4/16/2022,23,521
4/17/2022,0,390
4/17/2022,1,288
4/17/2022,2,278
4/17/2022,3,165
4/17/2022,4,142
4/17/2022,5,145
4/17/2022,6,252
4/17/2022,7,336
4/17/2022,8,409
4/17/2022,9,568
4/17/2022,10,716
4/17/2022,11,816
4/17/2022,12,844
4/17/2022,13,808
4/17/2022,14,808
4/17/2022,15,833
4/17/2022,16,816
4/17/2022,17,774
4/17/2022,18,652
4/17/2022,19,599
4/17/2022,20,608
4/17/2022,21,508
4/17/2022,22,392
4/17/2022,23,354
4/18/2022,0,277
4/18/2022,1,173
4/18/2022,2,95
4/18/2022,3,67
4/18/2022,4,77
4/18/2022,5,188
4/18/2022,6,323
4/18/2022,7,595
4/18/2022,8,909
4/18/2022,9,938
4/18/2022,10,953
4/18/2022,11,958
4/18/2022,12,928
4/18/2022,13,1091
4/18/2022,14,1013
4/18/2022,15,1051
4/18/2022,16,1131
4/18/2022,17,1276
4/18/2022,18,1009
4/18/2022,19,857
4/18/2022,20,673
4/18/2022,21,533
4/18/2022,22,423
4/18/2022,23,340
4/19/2022,0,284
4/19/2022,1,143
4/19/2022,2,77
4/19/2022,3,56
4/19/2022,4,72
4/19/2022,5,112
4/19/2022,6,265
4/19/2022,7,616
4/19/2022,8,1005
4/19/2022,9,1039
4/19/2022,10,996
4/19/2022,11,984
4/19/2022,12,1023
4/19/2022,13,1060
4/19/2022,14,1082
4/19/2022,15,1092
4/19/2022,16,1225
4/19/2022,17,1281
4/19/2022,18,1134
4/19/2022,19,919
4/19/2022,20,764
4/19/2022,21,615
4/19/2022,22,558
4/19/2022,23,384
4/20/2022,0,222
4/20/2022,1,142
4/20/2022,2,66
4/20/2022,3,52
4/20/2022,4,77
4/20/2022,5,114
4/20/2022,6,255
4/20/2022,7,635
4/20/2022,8,984
4/20/2022,9,1029
4/20/2022,10,1026
4/20/2022,11,1011
4/20/2022,12,1084
4/20/2022,13,1134
4/20/2022,14,1219
4/20/2022,15,1223
4/20/2022,16,1267
4/20/2022,17,1387
4/20/2022,18,1220
4/20/2022,19,1032
4/20/2022,20,881
4/20/2022,21,723
4/20/2022,22,594
4/20/2022,23,395
4/21/2022,0,251
4/21/2022,1,161
4/21/2022,2,92
4/21/2022,3,52
4/21/2022,4,66
4/21/2022,5,135
4/21/2022,6,248
4/21/2022,7,640
4/21/2022,8,930
4/21/2022,9,910
4/21/2022,10,955
4/21/2022,11,1022
4/21/2022,12,1076
4/21/2022,13,1068
4/21/2022,14,1209
4/21/2022,15,1208
4/21/2022,16,1279
4/21/2022,17,1224
4/21/2022,18,1189
4/21/2022,19,1089
4/21/2022,20,936
4/21/2022,21,742
4/21/2022,22,633
4/21/2022,23,532
4/22/2022,0,374
4/22/2022,1,220
4/22/2022,2,153
4/22/2022,3,97
4/22/2022,4,100
4/22/2022,5,152
4/22/2022,6,318
4/22/2022,7,543
4/22/2022,8,824
4/22/2022,9,857
4/22/2022,10,933
4/22/2022,11,1023
4/22/2022,12,1112
4/22/2022,13,1133
4/22/2022,14,1254
4/22/2022,15,1375
4/22/2022,16,1415
4/22/2022,17,1425
4/22/2022,18,1357
4/22/2022,19,1138
4/22/2022,20,863
4/22/2022,21,755
4/22/2022,22,677
4/22/2022,23,619
4/23/2022,0,496
4/23/2022,1,360
4/23/2022,2,235
4/23/2022,3,159
4/23/2022,4,122
4/23/2022,5,115
4/23/2022,6,192
4/23/2022,7,223
4/23/2022,8,333
4/23/2022,9,464
4/23/2022,10,691
4/23/2022,11,833
4/23/2022,12,880
4/23/2022,13,899
4/23/2022,14,948
4/23/2022,15,969
4/23/2022,16,1032
4/23/2022,17,1080
4/23/2022,18,1059
4/23/2022,19,978
4/23/2022,20,876
4/23/2022,21,710
4/23/2022,22,599
4/23/2022,23,525
4/24/2022,0,495
4/24/2022,1,428
4/24/2022,2,321
4/24/2022,3,197
4/24/2022,4,149
4/24/2022,5,172
4/24/2022,6,225
4/24/2022,7,299
4/24/2022,8,383
4/24/2022,9,547
4/24/2022,10,794
4/24/2022,11,819
4/24/2022,12,914
4/24/2022,13,942
4/24/2022,14,912
4/24/2022,15,883
4/24/2022,16,824
4/24/2022,17,779
4/24/2022,18,744
4/24/2022,19,669
4/24/2022,20,653
4/24/2022,21,622
4/24/2022,22,542
4/24/2022,23,381
4/25/2022,0,280
4/25/2022,1,187
4/25/2022,2,148
4/25/2022,3,83
4/25/2022,4,104
4/25/2022,5,180
4/25/2022,6,359
4/25/2022,7,670
4/25/2022,8,969
4/25/2022,9,1045
4/25/2022,10,1086
4/25/2022,11,1060
4/25/2022,12,1130
4/25/2022,13,1122
4/25/2022,14,1181
4/25/2022,15,1272
4/25/2022,16,1278
4/25/2022,17,1338
4/25/2022,18,1215
4/25/2022,19,1014
4/25/2022,20,772
4/25/2022,21,602
4/25/2022,22,477
4/25/2022,23,353
4/26/2022,0,252
4/26/2022,1,194
4/26/2022,2,92
4/26/2022,3,68
4/26/2022,4,80
4/26/2022,5,132
4/26/2022,6,320
4/26/2022,7,671
4/26/2022,8,1044
4/26/2022,9,1118
4/26/2022,10,1041
4/26/2022,11,1071
4/26/2022,12,1169
4/26/2022,13,1180
4/26/2022,14,1212
4/26/2022,15,1284
4/26/2022,16,1279
4/26/2022,17,1413
4/26/2022,18,1305
4/26/2022,19,1096
4/26/2022,20,878
4/26/2022,21,766
4/26/2022,22,537
4/26/2022,23,364
4/27/2022,0,279
4/27/2022,1,147
4/27/2022,2,80
4/27/2022,3,52
4/27/2022,4,78
4/27/2022,5,155
4/27/2022,6,382
4/27/2022,7,663
4/27/2022,8,967
4/27/2022,9,1083
4/27/2022,10,1047
4/27/2022,11,1185
4/27/2022,12,1245
4/27/2022,13,1350
4/27/2022,14,1420
4/27/2022,15,1448
4/27/2022,16,1523
4/27/2022,17,1510
4/27/2022,18,1402
4/27/2022,19,1241
4/27/2022,20,985
4/27/2022,21,762
4/27/2022,22,644
4/27/2022,23,434
4/28/2022,0,273
4/28/2022,1,182
4/28/2022,2,86
4/28/2022,3,53
4/28/2022,4,81
4/28/2022,5,207
4/28/2022,6,387
4/28/2022,7,618
4/28/2022,8,924
4/28/2022,9,1141
4/28/2022,10,1082
4/28/2022,11,1115
4/28/2022,12,1228
4/28/2022,13,1348
4/28/2022,14,1364
4/28/2022,15,1324
4/28/2022,16,1481
4/28/2022,17,1568
4/28/2022,18,1473
4/28/2022,19,1310
4/28/2022,20,1033
4/28/2022,21,796
4/28/2022,22,609
4/28/2022,23,582
4/29/2022,0,411
4/29/2022,1,245
4/29/2022,2,131
4/29/2022,3,80
4/29/2022,4,92
4/29/2022,5,178
4/29/2022,6,351
4/29/2022,7,639
4/29/2022,8,850
4/29/2022,9,903
4/29/2022,10,1083
4/29/2022,11,1200
4/29/2022,12,1283
4/29/2022,13,1303
4/29/2022,14,1383
4/29/2022,15,1462
4/29/2022,16,1445
4/29/2022,17,1552
4/29/2022,18,1539
4/29/2022,19,1495
4/29/2022,20,1190
4/29/2022,21,905
4/29/2022,22,744
4/29/2022,23,626
4/30/2022,0,478
4/30/2022,1,327
4/30/2022,2,236
4/30/2022,3,148
4/30/2022,4,85
4/30/2022,5,94
4/30/2022,6,154
4/30/2022,7,218
4/30/2022,8,265
4/30/2022,9,391
4/30/2022,10,596
4/30/2022,11,686
4/30/2022,12,726
4/30/2022,13,706
4/30/2022,14,707
4/30/2022,15,705
4/30/2022,16,745
4/30/2022,17,764
4/30/2022,18,665
4/30/2022,19,614
4/30/2022,20,548
4/30/2022,21,541
4/30/2022,22,573
4/30/2022,23,525
5/1/2022,0,549
5/1/2022,1,460
5/1/2022,2,383
5/1/2022,3,227
5/1/2022,4,141
5/1/2022,5,199
5/1/2022,6,257
5/1/2022,7,317
5/1/2022,8,382
5/1/2022,9,533
5/1/2022,10,702
5/1/2022,11,861
5/1/2022,12,848
5/1/2022,13,839
5/1/2022,14,802
5/1/2022,15,885
5/1/2022,16,875
5/1/2022,17,852
5/1/2022,18,767
5/1/2022,19,729
5/1/2022,20,665
5/1/2022,21,579
5/1/2022,22,441
5/1/2022,23,383
5/2/2022,0,320
5/2/2022,1,193
5/2/2022,2,127
5/2/2022,3,91
5/2/2022,4,103
5/2/2022,5,171
5/2/2022,6,311
5/2/2022,7,565
5/2/2022,8,846
5/2/2022,9,884
5/2/2022,10,867
5/2/2022,11,963
5/2/2022,12,948
5/2/2022,13,1020
5/2/2022,14,1055
5/2/2022,15,1033
5/2/2022,16,1126
5/2/2022,17,1087
5/2/2022,18,977
5/2/2022,19,907
5/2/2022,20,788
5/2/2022,21,600
5/2/2022,22,494
5/2/2022,23,404
5/3/2022,0,291
5/3/2022,1,158
5/3/2022,2,77
5/3/2022,3,59
5/3/2022,4,78
5/3/2022,5,151
5/3/2022,6,385
5/3/2022,7,778
5/3/2022,8,1108
5/3/2022,9,1257
5/3/2022,10,1091
5/3/2022,11,1063
5/3/2022,12,1083
5/3/2022,13,1142
5/3/2022,14,1143
5/3/2022,15,1290
5/3/2022,16,1369
5/3/2022,17,1459
5/3/2022,18,1342
5/3/2022,19,1129
5/3/2022,20,862
5/3/2022,21,741
5/3/2022,22,557
5/3/2022,23,394
5/4/2022,0,222
5/4/2022,1,120
5/4/2022,2,46
5/4/2022,3,48
5/4/2022,4,74
5/4/2022,5,159
5/4/2022,6,337
5/4/2022,7,724
5/4/2022,8,1069
5/4/2022,9,1138
5/4/2022,10,1100
5/4/2022,11,1088
5/4/2022,12,1246
5/4/2022,13,1289
5/4/2022,14,1274
5/4/2022,15,1363
5/4/2022,16,1388
5/4/2022,17,1389
5/4/2022,18,1386
5/4/2022,19,1210
5/4/2022,20,921
5/4/2022,21,736
5/4/2022,22,617
5/4/2022,23,502
5/5/2022,0,331
5/5/2022,1,157
5/5/2022,2,88
5/5/2022,3,66
5/5/2022,4,74
5/5/2022,5,154
5/5/2022,6,347
5/5/2022,7,688
5/5/2022,8,943
5/5/2022,9,996
5/5/2022,10,1048
5/5/2022,11,1061
5/5/2022,12,1204
5/5/2022,13,1341
5/5/2022,14,1449
5/5/2022,15,1454
5/5/2022,16,1402
5/5/2022,17,1539
5/5/2022,18,1498
5/5/2022,19,1429
5/5/2022,20,1192
5/5/2022,21,895
5/5/2022,22,748
5/5/2022,23,597
5/6/2022,0,457
5/6/2022,1,332
5/6/2022,2,185
5/6/2022,3,117
5/6/2022,4,110
5/6/2022,5,176
5/6/2022,6,340
5/6/2022,7,642
5/6/2022,8,915
5/6/2022,9,983
5/6/2022,10,1100
5/6/2022,11,1217
5/6/2022,12,1366
5/6/2022,13,1384
5/6/2022,14,1376
5/6/2022,15,1500
5/6/2022,16,1439
5/6/2022,17,1449
5/6/2022,18,1486
5/6/2022,19,1244
5/6/2022,20,1001
5/6/2022,21,864
5/6/2022,22,720
5/6/2022,23,603
5/7/2022,0,501
5/7/2022,1,431
5/7/2022,2,293
5/7/2022,3,175
5/7/2022,4,133
5/7/2022,5,125
5/7/2022,6,219
5/7/2022,7,302
5/7/2022,8,419
5/7/2022,9,579
5/7/2022,10,777
5/7/2022,11,853
5/7/2022,12,912
5/7/2022,13,897
5/7/2022,14,962
5/7/2022,15,999
5/7/2022,16,1069
5/7/2022,17,1100
5/7/2022,18,1156
5/7/2022,19,1145
5/7/2022,20,888
5/7/2022,21,764
5/7/2022,22,767
5/7/2022,23,684
5/8/2022,0,624
5/8/2022,1,451
5/8/2022,2,286
5/8/2022,3,201
5/8/2022,4,162
5/8/2022,5,190
5/8/2022,6,224
5/8/2022,7,260
5/8/2022,8,360
5/8/2022,9,576
5/8/2022,10,730
5/8/2022,11,819
5/8/2022,12,882
5/8/2022,13,828
5/8/2022,14,913
5/8/2022,15,940
5/8/2022,16,935
5/8/2022,17,948
5/8/2022,18,874
5/8/2022,19,782
5/8/2022,20,743
5/8/2022,21,620
5/8/2022,22,508
5/8/2022,23,385
5/9/2022,0,341
5/9/2022,1,174
5/9/2022,2,76
5/9/2022,3,60
5/9/2022,4,105
5/9/2022,5,209
5/9/2022,6,356
5/9/2022,7,656
5/9/2022,8,919
5/9/2022,9,991
5/9/2022,10,991
5/9/2022,11,996
5/9/2022,12,1125
5/9/2022,13,1230
5/9/2022,14,1238
5/9/2022,15,1325
5/9/2022,16,1286
5/9/2022,17,1263
5/9/2022,18,1194
5/9/2022,19,1024
5/9/2022,20,853
5/9/2022,21,581
5/9/2022,22,477
5/9/2022,23,389
5/10/2022,0,294
5/10/2022,1,171
5/10/2022,2,89
5/10/2022,3,53
5/10/2022,4,60
5/10/2022,5,158
5/10/2022,6,347
5/10/2022,7,701
5/10/2022,8,995
5/10/2022,9,1087
5/10/2022,10,1029
5/10/2022,11,1092
5/10/2022,12,1258
5/10/2022,13,1268
5/10/2022,14,1339
5/10/2022,15,1405
5/10/2022,16,1452
5/10/2022,17,1574
5/10/2022,18,1522
5/10/2022,19,1274
5/10/2022,20,1020
5/10/2022,21,821
5/10/2022,22,605
5/10/2022,23,453
5/11/2022,0,306
5/11/2022,1,172
5/11/2022,2,71
5/11/2022,3,51
5/11/2022,4,90
5/11/2022,5,187
5/11/2022,6,377
5/11/2022,7,702
5/11/2022,8,989
5/11/2022,9,1143
5/11/2022,10,1151
5/11/2022,11,1191
5/11/2022,12,1416
5/11/2022,13,1401
5/11/2022,14,1474
5/11/2022,15,1460
5/11/2022,16,1403
5/11/2022,17,1467
5/11/2022,18,1460
5/11/2022,19,1279
5/11/2022,20,1121
5/11/2022,21,1037
5/11/2022,22,697
5/11/2022,23,451
5/12/2022,0,340
5/12/2022,1,190
5/12/2022,2,113
5/12/2022,3,70
5/12/2022,4,95
5/12/2022,5,194
5/12/2022,6,406
5/12/2022,7,677
5/12/2022,8,895
5/12/2022,9,1031
5/12/2022,10,1117
5/12/2022,11,1173
5/12/2022,12,1414
5/12/2022,13,1436
5/12/2022,14,1498
5/12/2022,15,1409
5/12/2022,16,1325
5/12/2022,17,1285
5/12/2022,18,1507
5/12/2022,19,1421
5/12/2022,20,1199
5/12/2022,21,989
5/12/2022,22,753
5/12/2022,23,576
5/13/2022,0,463
5/13/2022,1,291
5/13/2022,2,175
5/13/2022,3,119
5/13/2022,4,124
5/13/2022,5,184
5/13/2022,6,397
5/13/2022,7,665
5/13/2022,8,889
5/13/2022,9,975
5/13/2022,10,1078
5/13/2022,11,1234
5/13/2022,12,1338
5/13/2022,13,1200
5/13/2022,14,1329
5/13/2022,15,1250
5/13/2022,16,1296
5/13/2022,17,1449
5/13/2022,18,1523
5/13/2022,19,1443
5/13/2022,20,1123
5/13/2022,21,954
5/13/2022,22,834
5/13/2022,23,786
5/14/2022,0,711
5/14/2022,1,505
5/14/2022,2,334
5/14/2022,3,213
5/14/2022,4,167
5/14/2022,5,182
5/14/2022,6,273
5/14/2022,7,376
5/14/2022,8,469
5/14/2022,9,712
5/14/2022,10,812
5/14/2022,11,853
5/14/2022,12,915
5/14/2022,13,945
5/14/2022,14,1019
5/14/2022,15,981
5/14/2022,16,1064
5/14/2022,17,1047
5/14/2022,18,1065
5/14/2022,19,1061
5/14/2022,20,880
5/14/2022,21,805
5/14/2022,22,715
5/14/2022,23,644
5/15/2022,0,567
5/15/2022,1,427
5/15/2022,2,333
5/15/2022,3,226
5/15/2022,4,171
5/15/2022,5,237
5/15/2022,6,312
5/15/2022,7,304
5/15/2022,8,349
5/15/2022,9,540
5/15/2022,10,765
5/15/2022,11,835
5/15/2022,12,911
5/15/2022,13,946
5/15/2022,14,934
5/15/2022,15,972
5/15/2022,16,850
5/15/2022,17,907
5/15/2022,18,883
5/15/2022,19,784
5/15/2022,20,735
5/15/2022,21,631
5/15/2022,22,523
5/15/2022,23,421
5/16/2022,0,326
5/16/2022,1,253
5/16/2022,2,113
5/16/2022,3,73
5/16/2022,4,107
5/16/2022,5,236
5/16/2022,6,390
5/16/2022,7,710
5/16/2022,8,1067
5/16/2022,9,1039
5/16/2022,10,1061
5/16/2022,11,1068
5/16/2022,12,1223
5/16/2022,13,1176
5/16/2022,14,1274
5/16/2022,15,1248
5/16/2022,16,1339
5/16/2022,17,1357
5/16/2022,18,1223
5/16/2022,19,982
5/16/2022,20,838
5/16/2022,21,702
5/16/2022,22,574
5/16/2022,23,461
5/17/2022,0,329
5/17/2022,1,218
5/17/2022,2,114
5/17/2022,3,60
5/17/2022,4,68
5/17/2022,5,179
5/17/2022,6,355
5/17/2022,7,656
5/17/2022,8,953
5/17/2022,9,1092
5/17/2022,10,1058
5/17/2022,11,1053
5/17/2022,12,1171
5/17/2022,13,1158
5/17/2022,14,1305
5/17/2022,15,1431
5/17/2022,16,1472
5/17/2022,17,1534
5/17/2022,18,1446
5/17/2022,19,1169
5/17/2022,20,973
5/17/2022,21,887
5/17/2022,22,668
5/17/2022,23,438
5/18/2022,0,309
5/18/2022,1,217
5/18/2022,2,114
5/18/2022,3,66
5/18/2022,4,82
5/18/2022,5,170
5/18/2022,6,413
5/18/2022,7,808
5/18/2022,8,1084
5/18/2022,9,1166
5/18/2022,10,1270
5/18/2022,11,1354
5/18/2022,12,1440
5/18/2022,13,1377
5/18/2022,14,1340
5/18/2022,15,1511
5/18/2022,16,1444
5/18/2022,17,1533
5/18/2022,18,1457
5/18/2022,19,1197
5/18/2022,20,932
5/18/2022,21,806
5/18/2022,22,623
5/18/2022,23,441
5/19/2022,0,256
5/19/2022,1,176
5/19/2022,2,101
5/19/2022,3,79
5/19/2022,4,101
5/19/2022,5,219
5/19/2022,6,426
5/19/2022,7,675
5/19/2022,8,934
5/19/2022,9,1055
5/19/2022,10,1147
5/19/2022,11,1207
5/19/2022,12,1384
5/19/2022,13,1474
5/19/2022,14,1503
5/19/2022,15,1583
5/19/2022,16,1515
5/19/2022,17,1595
5/19/2022,18,1537
5/19/2022,19,1319
5/19/2022,20,1232
5/19/2022,21,1057
5/19/2022,22,892
5/19/2022,23,761
5/20/2022,0,575
5/20/2022,1,320
5/20/2022,2,174
5/20/2022,3,107
5/20/2022,4,113
5/20/2022,5,212
5/20/2022,6,440
5/20/2022,7,724
5/20/2022,8,934
5/20/2022,9,1026
5/20/2022,10,1225
5/20/2022,11,1398
5/20/2022,12,1555
5/20/2022,13,1411
5/20/2022,14,1435
5/20/2022,15,1520
5/20/2022,16,1549
5/20/2022,17,1632
5/20/2022,18,1798
5/20/2022,19,1619
5/20/2022,20,1202
5/20/2022,21,994
5/20/2022,22,866
5/20/2022,23,777
5/21/2022,0,533
5/21/2022,1,458
5/21/2022,2,318
5/21/2022,3,251
5/21/2022,4,179
5/21/2022,5,131
5/21/2022,6,220
5/21/2022,7,388
5/21/2022,8,618
5/21/2022,9,823
5/21/2022,10,1019
5/21/2022,11,1163
5/21/2022,12,1225
5/21/2022,13,1204
5/21/2022,14,1282
5/21/2022,15,1149
5/21/2022,16,1114
5/21/2022,17,1334
5/21/2022,18,1396
5/21/2022,19,1295
5/21/2022,20,1050
5/21/2022,21,817
5/21/2022,22,839
5/21/2022,23,761
5/22/2022,0,636
5/22/2022,1,455
5/22/2022,2,330
5/22/2022,3,229
5/22/2022,4,199
5/22/2022,5,233
5/22/2022,6,303
5/22/2022,7,379
5/22/2022,8,606
5/22/2022,9,915
5/22/2022,10,990
5/22/2022,11,1092
5/22/2022,12,1229
5/22/2022,13,1117
5/22/2022,14,1173
5/22/2022,15,1159
5/22/2022,16,1215
5/22/2022,17,1258
5/22/2022,18,1226
5/22/2022,19,1118
5/22/2022,20,928
5/22/2022,21,774
5/22/2022,22,586
5/22/2022,23,489
5/23/2022,0,397
5/23/2022,1,313
5/23/2022,2,176
5/23/2022,3,92
5/23/2022,4,148
5/23/2022,5,265
5/23/2022,6,497
5/23/2022,7,744
5/23/2022,8,1003
5/23/2022,9,1251
5/23/2022,10,1367
5/23/2022,11,1370
5/23/2022,12,1584
5/23/2022,13,1555
5/23/2022,14,1490
5/23/2022,15,1549
5/23/2022,16,1508
5/23/2022,17,1550
5/23/2022,18,1500
5/23/2022,19,1435
5/23/2022,20,1082
5/23/2022,21,828
5/23/2022,22,538
5/23/2022,23,469
5/24/2022,0,343
5/24/2022,1,181
5/24/2022,2,77
5/24/2022,3,86
5/24/2022,4,112
5/24/2022,5,243
5/24/2022,6,437
5/24/2022,7,683
5/24/2022,8,959
5/24/2022,9,1170
5/24/2022,10,1300
5/24/2022,11,1346
5/24/2022,12,1459
5/24/2022,13,1360
5/24/2022,14,1307
5/24/2022,15,1317
5/24/2022,16,1283
5/24/2022,17,1275
5/24/2022,18,1346
5/24/2022,19,1181
5/24/2022,20,998
5/24/2022,21,893
5/24/2022,22,674
5/24/2022,23,427
5/25/2022,0,311
5/25/2022,1,187
5/25/2022,2,115
5/25/2022,3,70
5/25/2022,4,97
5/25/2022,5,229
5/25/2022,6,467
5/25/2022,7,704
5/25/2022,8,897
5/25/2022,9,1039
5/25/2022,10,1010
5/25/2022,11,1159
5/25/2022,12,1234
5/25/2022,13,1247
5/25/2022,14,1325
5/25/2022,15,1434
5/25/2022,16,1272
5/25/2022,17,1128
5/25/2022,18,1284
5/25/2022,19,1185
5/25/2022,20,965
5/25/2022,21,877
5/25/2022,22,748
5/25/2022,23,528
5/26/2022,0,384
5/26/2022,1,183
5/26/2022,2,102
5/26/2022,3,91
5/26/2022,4,125
5/26/2022,5,199
5/26/2022,6,396
5/26/2022,7,619
5/26/2022,8,864
5/26/2022,9,1012
5/26/2022,10,1036
5/26/2022,11,1148
5/26/2022,12,1304
5/26/2022,13,1302
5/26/2022,14,1321
5/26/2022,15,1277
5/26/2022,16,1261
5/26/2022,17,1330
5/26/2022,18,1333
5/26/2022,19,1169
5/26/2022,20,988
5/26/2022,21,884
5/26/2022,22,642
5/26/2022,23,515
5/27/2022,0,442
5/27/2022,1,299
5/27/2022,2,155
5/27/2022,3,110
5/27/2022,4,114
5/27/2022,5,194
5/27/2022,6,385
5/27/2022,7,601
5/27/2022,8,837
5/27/2022,9,926
5/27/2022,10,1034
5/27/2022,11,1069
5/27/2022,12,1235
5/27/2022,13,1154
5/27/2022,14,1226
5/27/2022,15,1324
5/27/2022,16,1224
5/27/2022,17,1300
5/27/2022,18,1214
5/27/2022,19,1112
5/27/2022,20,944
5/27/2022,21,760
5/27/2022,22,743
5/27/2022,23,629
5/28/2022,0,542
5/28/2022,1,462
5/28/2022,2,305
5/28/2022,3,212
5/28/2022,4,113
5/28/2022,5,123
5/28/2022,6,192
5/28/2022,7,243
5/28/2022,8,352
5/28/2022,9,579
5/28/2022,10,717
5/28/2022,11,806
5/28/2022,12,890
5/28/2022,13,949
5/28/2022,14,942
5/28/2022,15,940
5/28/2022,16,1104
5/28/2022,17,1115
5/28/2022,18,1104
5/28/2022,19,1060
5/28/2022,20,833
5/28/2022,21,731
5/28/2022,22,618
5/28/2022,23,554
5/29/2022,0,517
5/29/2022,1,439
5/29/2022,2,302
5/29/2022,3,226
5/29/2022,4,170
5/29/2022,5,155
5/29/2022,6,178
5/29/2022,7,210
5/29/2022,8,285
5/29/2022,9,432
5/29/2022,10,604
5/29/2022,11,766
5/29/2022,12,880
5/29/2022,13,887
5/29/2022,14,894
5/29/2022,15,933
5/29/2022,16,989
5/29/2022,17,1028
5/29/2022,18,1006
5/29/2022,19,963
5/29/2022,20,800
5/29/2022,21,666
5/29/2022,22,590
5/29/2022,23,550
5/30/2022,0,553
5/30/2022,1,428
5/30/2022,2,270
5/30/2022,3,185
5/30/2022,4,132
5/30/2022,5,181
5/30/2022,6,246
5/30/2022,7,277
5/30/2022,8,325
5/30/2022,9,490
5/30/2022,10,673
5/30/2022,11,734
5/30/2022,12,815
5/30/2022,13,801
5/30/2022,14,950
5/30/2022,15,1016
5/30/2022,16,969
5/30/2022,17,1030
5/30/2022,18,871
5/30/2022,19,856
5/30/2022,20,834
5/30/2022,21,645
5/30/2022,22,483
5/30/2022,23,301
5/31/2022,0,271
5/31/2022,1,206
5/31/2022,2,124
5/31/2022,3,90
5/31/2022,4,115
5/31/2022,5,190
5/31/2022,6,344
5/31/2022,7,672
5/31/2022,8,911
5/31/2022,9,1021
5/31/2022,10,992
5/31/2022,11,1003
5/31/2022,12,1136
5/31/2022,13,1116
5/31/2022,14,1231
5/31/2022,15,1247
5/31/2022,16,1332
5/31/2022,17,1305
5/31/2022,18,1143
5/31/2022,19,979
5/31/2022,20,758
5/31/2022,21,622
5/31/2022,22,460
5/31/2022,23,306
6/1/2022,0,234
6/1/2022,1,133
6/1/2022,2,82
6/1/2022,3,51
6/1/2022,4,82
6/1/2022,5,162
6/1/2022,6,323
6/1/2022,7,700
6/1/2022,8,1032
6/1/2022,9,1071
6/1/2022,10,1064
6/1/2022,11,1158
6/1/2022,12,1264
6/1/2022,13,1198
6/1/2022,14,1251
6/1/2022,15,1285
6/1/2022,16,1380
6/1/2022,17,1513
6/1/2022,18,1494
6/1/2022,19,1221
6/1/2022,20,1099
6/1/2022,21,898
6/1/2022,22,698
6/1/2022,23,577
6/2/2022,0,345
6/2/2022,1,212
6/2/2022,2,116
6/2/2022,3,65
6/2/2022,4,76
6/2/2022,5,163
6/2/2022,6,388
6/2/2022,7,709
6/2/2022,8,968
6/2/2022,9,1167
6/2/2022,10,1165
6/2/2022,11,1356
6/2/2022,12,1479
6/2/2022,13,1445
6/2/2022,14,1387
6/2/2022,15,1505
6/2/2022,16,1589
6/2/2022,17,1685
6/2/2022,18,1700
6/2/2022,19,1442
6/2/2022,20,1181
6/2/2022,21,1105
6/2/2022,22,1021
6/2/2022,23,793
6/3/2022,0,527
6/3/2022,1,362
6/3/2022,2,203
6/3/2022,3,100
6/3/2022,4,120
6/3/2022,5,190
6/3/2022,6,402
6/3/2022,7,793
6/3/2022,8,1134
6/3/2022,9,1263
6/3/2022,10,1410
6/3/2022,11,1528
6/3/2022,12,1571
6/3/2022,13,1550
6/3/2022,14,1582
6/3/2022,15,1615
6/3/2022,16,1614
6/3/2022,17,1707
6/3/2022,18,1861
6/3/2022,19,1764
6/3/2022,20,1498
6/3/2022,21,1230
6/3/2022,22,1024
6/3/2022,23,839
6/4/2022,0,729
6/4/2022,1,475
6/4/2022,2,322
6/4/2022,3,209
6/4/2022,4,171
6/4/2022,5,180
6/4/2022,6,345
6/4/2022,7,525
6/4/2022,8,726
6/4/2022,9,922
6/4/2022,10,1067
6/4/2022,11,1196
6/4/2022,12,1247
6/4/2022,13,1284
6/4/2022,14,1261
6/4/2022,15,1230
6/4/2022,16,1288
6/4/2022,17,1335
6/4/2022,18,1389
6/4/2022,19,1369
6/4/2022,20,1202
6/4/2022,21,1107
6/4/2022,22,977
6/4/2022,23,766
6/5/2022,0,603
6/5/2022,1,471
6/5/2022,2,337
6/5/2022,3,226
6/5/2022,4,173
6/5/2022,5,227
6/5/2022,6,300
6/5/2022,7,429
6/5/2022,8,613
6/5/2022,9,789
6/5/2022,10,967
6/5/2022,11,1113
6/5/2022,12,1140
6/5/2022,13,1106
6/5/2022,14,1154
6/5/2022,15,1155
6/5/2022,16,1129
6/5/2022,17,1116
6/5/2022,18,1211
6/5/2022,19,1206
6/5/2022,20,1116
6/5/2022,21,963
